A02AD01 Magnesio idrossido/algeld 020702054 MAALOX 40 cpr mast 800 mg SANOFI-AVENTIS RR 2,17 2,16
N02AA01 Morfina solfato 031507066 ORAMORPH scir 250 ml 2 mg/ml MOLTENI RMR 10,54 10,42 X X
N02AA01 Morfina solfato 031507039 ORAMORPH 20 flaconcini os 10 mg 5 ml MOLTENI RMR 18,71 18,49 X X
N02AA01 Morfina solfato 031507041 ORAMORPH 20 flaconcini os 30 mg 5 ml MOLTENI RMR 18,71 18,49 X X
N02AA01 Morfina solfato 031507054 ORAMORPH 20 flaconcini os 100 mg 5 ml MOLTENI RMR 18,71 18,49 X X
N02AA01 Morfina solfato 031507092 ORAMORPH scir 100 ml 20 mg/ml MOLTENI RMR 42,20 41,70 X X
N02AA01 Morfina solfato 028103012 SKENAN 16 cps 10 mg rilascio prolungato BRISTOL RMR 4,90 4,87
N02AA01 Morfina solfato 028103024 SKENAN 16 cps 30 mg rilascio prolungato BRISTOL RMR 10,23 10,11 X
N02AA01 Morfina solfato 028103036 SKENAN 16 cps 60 mg rilascio prolungato BRISTOL RMR 19,07 18,85 X
N02AA01 Morfina solfato 028103048 SKENAN 16 cps 100 mg rilascio prolungato BRISTOL RMR 27,57 27,23 X
N02AA01 Morfina solfato 033484015 TWICE 16 cps 10 mg rilascio prolungato ANGELINI RMR 4,96 4,93
N02AA01 Morfina solfato 033484027 TWICE 16 cps 30 mg rilascio prolungato ANGELINI RMR 8,96 8,86 X X
N02AA01 Morfina solfato 033484039 TWICE 16 cps 60 mg rilascio prolungato ANGELINI RMR 16,57 16,37 X X
N02AA01 Morfina solfato 033484041 TWICE 16 cps 100 mg rilascio prolungato ANGELINI RMR 24,15 23,87 X X
N02AA05 Oxicodone 034435014 OXYCONTIN 28 cpr 10 mg rilascio prolungato MUNDIPHARMA RMR 16,46 16,26 X X
N02AA05 Oxicodone 034435077 OXYCONTIN 28 cpr 20 mg rilascio prolungato MUNDIPHARMA RMR 32,47 32,09 X X
N02AA05 Oxicodone 034435139 OXYCONTIN 28 cpr 40 mg rilascio prolungato MUNDIPHARMA RMR 57,95 57,25 X X
N02AA05 Oxicodone 034435192 OXYCONTIN 28 cpr 80 mg rilascio prolungato MUNDIPHARMA RMR 103,48 102,24 X X
N02AA59 Paracetamolo/codeina 027989033 CO EFFERALGAN 16 cpr BRISTOL-MYERS SQUIBB SARL RNR/RMR 4,39 4,36
N02AB03 Fentanil 035399017 ACTIQ 3 pastiglie orosolubili 200 mcg CEPHALON UK LTD RMR 29,04 28,70 X
N02AB03 Fentanil 035399056 ACTIQ 3 pastiglie orosolubili 400 mcg CEPHALON UK LTD RMR 29,04 28,70 X
N02AB03 Fentanil 035399132 ACTIQ 3 pastiglie orosolubili 800 mcg CEPHALON UK LTD RMR 29,04 28,70 X
N02AB03 Fentanil 035399171 ACTIQ 3 pastiglie orosolubili 1200 mcg CEPHALON UK LTD RMR 29,04 28,70 X
N02AB03 Fentanil 035399219 ACTIQ 3 pastiglie orosolubili 1600 mcg CEPHALON UK LTD RMR 29,04 28,70 X
N02AB03 Fentanil 035399094 ACTIQ 3 pastiglie orosolubili 600 mcg CEPHALON UK LTD RMR 29,04 28,70 X
N02AB03 Fentanil 029212014 DUROGESIC 3 cerotti transd 25 mcg/h JANSSEN CILAG RMR 14,71 14,53 X
N02AB03 Fentanil 029212026 DUROGESIC 3 cerotti transd 50 mcg/h JANSSEN CILAG RMR 26,82 26,50 X
N02AB03 Fentanil 029212038 DUROGESIC 3 cerotti transd 75 mcg/h JANSSEN CILAG RMR 37,10 36,66 X
N02AB03 Fentanil 029212040 DUROGESIC 3 cerotti transd 100 mcg/h JANSSEN CILAG RMR 45,56 45,02 X
N02AB03 Fentanil 036730012 FENTANIL 3 cerotti transd 25 mcg/h HEXAL RMR 13,89 13,73 X
N02AB03 Fentanil 036750014 FENTANIL 3 cerotti transd 25 mcg/h SANDOZ RMR 13,89 13,73 X
N02AB03 Fentanil 036730075 FENTANIL 3 cerotti transd 50 mcg/h HEXAL RMR 26,01 25,69 X
N02AB03 Fentanil 036750077 FENTANIL 3 cerotti transd 50 mcg/h SANDOZ RMR 26,01 25,69 X
N02AB03 Fentanil 036730240 FENTANIL 3 cerotti transd 75 mcg/h HEXAL RMR 36,29 35,85 X
N02AB03 Fentanil 036750139 FENTANIL 3 cerotti transd 75 mcg/h SANDOZ RMR 36,29 35,85 X
N02AB03 Fentanil 036730188 FENTANIL 3 cerotti transd 100 mcg/h HEXAL RMR 44,75 44,21 X
N02AB03 Fentanil 036750192 FENTANIL 3 cerotti transd 100 mcg/h SANDOZ RMR 44,75 44,21 X
N02AD01 Pentazocina 021410030 TALWIN 5 fiale IM EV 30 mg 1 ml HOSPIRA RNR 3,98 3,96
N02AE01 Buprenorfina 025215029 TEMGESIC 10 cpr sublinguali 0,2 mg RECKITT BENCKISER RMR 3,62 3,60
N02AE01 Buprenorfina 025215017 TEMGESIC 5 fiale IM EV 0,3 mg 1 ml RECKITT BENCKISER RMR 7,21 7,13 X X
N02AE01 Buprenorfina 035568017 TRANSTEC 3 cerotti transd 35 mcg/h PRODOTTI FORMENTI RMR 26,01 25,69 X X
N02AE01 Buprenorfina 035568043 TRANSTEC 3 cerotti transd 52,5 mcg/h PRODOTTI FORMENTI RMR 38,52 38,06 X X
N02AE01 Buprenorfina 035568070 TRANSTEC 3 cerotti transd 70 mcg/h PRODOTTI FORMENTI RMR 47,95 47,37 X X
N02AG01 Morfina cloridrato/atropina 005167010 CARDIOSTENOL 8 fiale IM 1 ml MOLTENI RMR 3,72 3,70
N02AX02 Tramadolo 034561365 ADAMON 30 cpr 150 mg rilascio prolunga 3 MEDA PHARMA RNR 17,20 17,00 X
N02AX02 Tramadolo 034561504 ADAMON 30 cpr 200 mg rilascio prolunga 3 MEDA PHARMA RNR 22,92 22,64 X
N02AX02 Tramadolo 028853051 CONTRAMAL 5 fiale 50 mg 1 ml 3 PRODOTTI FORMENTI RNR 3,30 3,28
N02AX02 Tramadolo 028853012 CONTRAMAL 20 cps 50 mg 3 PRODOTTI FORMENTI RNR 4,62 4,59
N02AX02 Tramadolo 028853024 CONTRAMAL gtt os 10 ml 100 mg/ml 3 PRODOTTI FORMENTI RNR 4,62 4,59
N02AX02 Tramadolo 028853063 CONTRAMAL 5 fiale 100 mg 2 ml 3 PRODOTTI FORMENTI RNR 5,49 5,43 X X
N02AX02 Tramadolo 028853075 CONTRAMAL 10 cpr 150 mg rilascio prolunga 3 PRODOTTI FORMENTI RNR 6,71 6,63 X X
N02AX02 Tramadolo 028853036 CONTRAMAL 20 cpr 100 mg rilascio prolunga 3 PRODOTTI FORMENTI RNR 8,94 8,84 X X
N02AX02 Tramadolo 028853087 CONTRAMAL 10 cpr 200 mg rilascio prolunga 3 PRODOTTI FORMENTI RNR 8,94 8,84 X X
N02AX02 Tramadolo 028853101 CONTRAMAL gtt os 30 ml 10 % 3 PRODOTTI FORMENTI RNR 11,91 11,77 X X
N02AX02 Tramadolo 028878116 FORTRADOL 5 fiale 50 mg 1 ml 3 FORMENTI RNR 3,30 3,28
N02AX02 Tramadolo 028878078 FORTRADOL 20 cps 50 mg 3 FORMENTI RNR 4,62 4,59
N02AX02 Tramadolo 028878080 FORTRADOL gtt os 10 ml 100 mg/ml 3 FORMENTI RNR 4,62 4,59
N02AX02 Tramadolo 028878128 FORTRADOL 5 fiale 100 mg 2 ml 3 FORMENTI RNR 5,49 5,43 X X
N02AX02 Tramadolo 028878142 FORTRADOL 10 cpr 150 mg rilascio prolunga 3 FORMENTI RNR 6,71 6,63 X X
N02AX02 Tramadolo 028878092 FORTRADOL 20 cpr 100 mg rilascio prolunga 3 FORMENTI RNR 8,94 8,84 X X
N02AX02 Tramadolo 028878155 FORTRADOL 10 cpr 200 mg rilascio prolunga 3 FORMENTI RNR 8,94 8,84 X X
N02AX02 Tramadolo 032102042 FRAXIDOL 5 fiale 2 ml 100 mg 3 EDMOND RNR 5,22 5,16 X
N02AX02 Tramadolo 032102030 FRAXIDOL gtt os 10 ml 100 mg/ml 3 EDMOND RNR 4,62 4,59
N02AX02 Tramadolo 032102016 FRAXIDOL 20 cps 50 mg 3 EDMOND RNR 4,62 4,59
N02AX02 Tramadolo 033074016 PRONTALGIN gtt os 10 ml 100 mg/ml 3 THERABEL GIENNE PHARMA RNR 4,62 4,59
N02AX02 Tramadolo 033074030 PRONTALGIN 20 cps 50 mg 3 THERABEL GIENNE PHARMA RNR 4,62 4,59
N02AX02 Tramadolo 033074055 PRONTALGIN 20 cpr eff 50 mg 3 THERABEL GIENNE PHARMA RNR 4,62 4,59
N02AX02 Tramadolo 033074028 PRONTALGIN 5 fiale IM EV 100 mg 2 ml 3 THERABEL GIENNE PHARMA RNR 5,49 5,43 X X
N02AX02 Tramadolo 034233015 TRADONAL 30 cps 50 mg rilascio prolungat 3 MEDA PHARMA RNR 5,73 5,67 X
N02AX02 Tramadolo 034233027 TRADONAL 30 cps 100 mg rilascio prolunga 3 MEDA PHARMA RNR 11,47 11,33 X
N02AX02 Tramadolo 034233039 TRADONAL 30 cps 150 mg rilascio prolunga 3 MEDA PHARMA RNR 17,21 17,01 X
N02AX02 Tramadolo 034233041 TRADONAL 30 cps 200 mg rilascio prolunga 3 MEDA PHARMA RNR 22,92 22,64 X
N02AX02 Tramadolo 036672020 TRAFLASH 20 cpr orodisp 50 mg 3 MEDA PHARMA RNR 4,62 4,59
N02AX02 Tramadolo 035986052 TRALODIE 10 cps 150 mg rilascio prolunga 3 THERABEL GIENNE PHARMA RNR 6,71 6,63 X X
N02AX02 Tramadolo 035986025 TRALODIE 20 cps 100 mg rilascio prolunga 3 THERABEL GIENNE PHARMA RNR 8,94 8,84 X X
N02AX02 Tramadolo 035986090 TRALODIE 10 cps 200 mg rilascio prolunga 3 THERABEL GIENNE PHARMA RNR 8,94 8,84 X X
N02AX02 Tramadolo 036697035 TRAMADOLO 20 cpr 100 mg rilascio prolunga 3 SANDOZ RNR 8,49 8,39 X
N02AX02 Tramadolo 033981085 TRAMADOLO 5 fiale 100 mg 2 ml 3 DOROM RNR 3,96 3,94
N02AX02 Tramadolo 035875069 TRAMADOLO 5 fiale 100 mg 2 ml 3 MEDA PHARMA RNR 3,96 3,94
N02AX02 Tramadolo 035918034 TRAMADOLO 5 fiale 100 mg 2 ml 3 ANGENERICO RNR 5,22 5,16 X
N02AX02 Tramadolo 033998030 TRAMADOLO 5 fiale 100 mg 2 ml 3 HEXAL RNR 5,22 5,16 X
N02AX02 Tramadolo 033531029 TRAMADOLO 5 fiale 100 mg 2 ml 3 SANDOZ RNR 5,22 5,16 X
N02AX02 Tramadolo 035918010 TRAMADOLO 20 cps 50 mg 3 ANGENERICO RNR 4,62 4,59
N02AX02 Tramadolo 035918046 TRAMADOLO gtt os 10 ml 100 mg/ml 3 ANGENERICO RNR 4,62 4,59
N02AX02 Tramadolo 035847019 TRAMADOLO os gtt 10 ml 3 EG RNR 4,62 4,59
N02AX02 Tramadolo 033998016 TRAMADOLO 20 cps 50 mg 3 HEXAL RNR 4,62 4,59
N02AX02 Tramadolo 033998055 TRAMADOLO gtt os 10 ml 3 HEXAL RNR 4,62 4,59
N02AX02 Tramadolo 035875018 TRAMADOLO gtt os 10 ml 3 MEDA PHARMA RNR 4,62 4,59
N02AX02 Tramadolo 033531017 TRAMADOLO gtt os 10 ml 100 mg/ml 3 SANDOZ RNR 4,62 4,59
N02AX02 Tramadolo 035875107 TRAMADOLO 30 cps 50 mg 3 MEDA PHARMA RNR 5,63 5,57 X
N02AX02 Tramadolo 035846029 TRAMALIN 20 cpr 100 mg rilascio prolunga 3 EG RNR 8,49 8,39 X
N02AX02 Tramadolo 037003023 UNITRAMA 10 cpr 100 mg rilascio prolunga 3 ANGELINI RNR 4,23 4,20
N02AX02 Tramadolo 037003148 UNITRAMA 10 cpr 200 mg rilascio prolunga 3 ANGELINI RNR 8,49 8,39 X
N02BA01 Lisina acetilsalicilato 022619062 ASPEGIC 6 fiale IM EV 1.000 mg + 6 fiale solv 5 ml SANOFI-AVENTIS RR 10,97 10,83 X
N02BA01 Lisina acetilsalicilato 025008044 ASPIDOL 6 fiale IM EV 1 g + 6 fiale solv 5 ml VECCHI & PIAM RR 10,97 10,83 X
N02BA01 Lisina acetilsalicilato 022620191 FLECTADOL 6 fiale IM EV 1 g + 6 fiale solv 5 ml SANOFI-AVENTIS RR 10,97 10,83 X
N02CA01 Diidroergotamina 003946011 DIIDERGOT os soluz 15 ml 0,2% TEOFARMA RR 2,32 2,31
N02CA01 Diidroergotamina 003946047 DIIDERGOT 20 cpr 3 mg TEOFARMA RR 3,36 3,34
N02CA01 Diidroergotamina 025927017 IKARAN 30 cps 5 mg PRODOTTI FORMENTI RR 6,20 6,12 X
N02CA01 Diidroergotamina 024624013 SEGLOR 30 cps 5 mg ACARPIA SERVICOS RR 6,07 5,99 X
N02CA52 Ergotamina/caffeina 008701031 CAFERGOT 5 supp NOVARTIS FARMA RR 2,63 2,61
N02CA52 Ergotamina/caffeina 008701017 CAFERGOT 20 cpr NOVARTIS FARMA RR 2,79 2,77
N02CC01 Sumatriptan 027975097 IMIGRAN 2 supp 25 mg GLAXOSMITHKLINE RR 8,78 8,68 X X
N02CC01 Sumatriptan 027975135 IMIGRAN 2 flaconi spray nasale 20 mg GLAXOSMITHKLINE RR 21,95 21,69 X X
N02CC01 Sumatriptan 027975073 IMIGRAN 4 cpr riv 50 mg GLAXOSMITHKLINE RR 23,66 23,38 X X
N02CC01 Sumatriptan 027975059 IMIGRAN 4 cpr riv 100 mg GLAXOSMITHKLINE RR 45,65 45,11 X X
N02CC01 Sumatriptan 027975061 IMIGRAN 2 siringhe SC 6 mg GLAXOSMITHKLINE RR 53,68 53,04 X X
N02CC03 Zolmitriptan 033345113 ZOMIG "RAPIMELT" 2 cpr orodispers 2,5 mg ASTRAZENECA RR 12,31 12,17 X X
N02CC03 Zolmitriptan 033345012 ZOMIG 3 cpr riv 2,5 mg ASTRAZENECA RR 18,26 18,04 X X
N02CC04 Rizatriptan 034115016 MAXALT "5" 3 cpr 5 mg MERCK SHARP & DOHME RR 15,88 15,68 X X
N02CC04 Rizatriptan 034115042 MAXALT "10" 3 cpr 10 mg MERCK SHARP & DOHME RR 21,79 21,53 X X
N02CC04 Rizatriptan 034115105 MAXALT "RPD10" 3 cpr os liof 10 mg MERCK SHARP & DOHME RR 21,79 21,53 X X
N02CC04 Rizatriptan 034130017 RIZALIV "5" 3 cpr 5 mg NEOPHARMED RR 15,88 15,68 X X
N02CC04 Rizatriptan 034130043 RIZALIV "10" 3 cpr 10 mg NEOPHARMED RR 21,79 21,53 X X
N02CC04 Rizatriptan 034130106 RIZALIV "RPD10" 3 cpr os liof 10 mg NEOPHARMED RR 21,79 21,53 X X
N02CC05 Almotriptan idrogenomalat 034996013 ALMOGRAN 3 cpr riv 12,5 mg ALMIRALL RR 16,62 16,42 X X
N02CC05 Almotriptan idrogenomalat 034995011 ALMOTREX 3 cpr riv 12,5 mg ALMIRALL PRODESFARMA S.A. RR 16,62 16,42 X X
N02CC06 Eletriptan bromidrato 035307103 RELPAX 3 cpr riv 20 mg PFIZER ITALIA RR 14,77 14,59 X
N02CC06 Eletriptan bromidrato 035307281 RELPAX 3 cpr riv 40 mg PFIZER ITALIA RR 19,97 19,73 X
N02CC07 Frovatriptan 035673021 AURADOL 2 cpr riv 2,5 mg MENARINI INTERNATIONAL O.L.S.A. RR 10,96 10,82 X X
N02CC07 Frovatriptan 035673033 AURADOL 6 cpr riv 2,5 mg MENARINI INTERNATIONAL O.L.S.A. RR 32,90 32,50 X X
N02CC07 Frovatriptan 035674023 RILAMIG 2 cpr riv 2,5 mg MENARINI INTERNATIONAL O.L.S.A. RR 10,96 10,82 X X
N02CC07 Frovatriptan 035674035 RILAMIG 6 cpr riv 2,5 mg MENARINI INTERNATIONAL O.L.S.A. RR 32,90 32,50 X X
N02CX01 Pizotifene malato acido 022437014 SANDOMIGRAN 20 cpr riv 0,5 mg NOVARTIS FARMA RR 2,12 2,11
N03AA Fenobarbital/calcio lattato/ 004256018 COMIZIAL "TIPO 1" 20 cpr 100 mg OGNA RNR 1,50 1,49
N03AA02 Fenobarbital 004556015 GARDENALE 20 cpr 100 mg SANOFI-AVENTIS RNR 1,50 1,49
N03AA02 Fenobarbital 004556027 GARDENALE 30 cpr 50 mg SANOFI-AVENTIS RNR 1,50 1,49
N03AA02 Fenobarbital 002860031 LUMINALE 20 cpr 100 mg BRACCO RNR 1,60 1,59
N03AA02 Fenobarbital 002860017 LUMINALE 10 fiale IM 200 mg 1 ml BRACCO RNR 4,81 4,78
N03AA02 Fenobarbital 002860043 LUMINALETTE 30 cpr 15 mg BRACCO RNR 1,55 1,54
N03AA03 Primidone 009340011 MYSOLINE 30 cpr 250 mg SIT RR 2,16 2,15
N03AA04 Barbexaclone 024332025 MALIASIN 50 cpr riv 25 mg ABBOTT RNR 3,95 3,93
N03AA04 Barbexaclone 024332013 MALIASIN 50 cpr riv 100 mg ABBOTT RNR 4,90 4,87
N03AB02 Fenitoina 002129017 DINTOINA 30 cpr 100 mg RECORDATI RR 1,86 1,85
N03AD01 Etosuccimide 018930014 ZARONTIN 50 cps 250 mg PFIZER ITALIA RR 5,46 5,40 X
N03AD01 Etosuccimide 018930038 ZARONTIN scir 200 ml PFIZER ITALIA RR 5,46 5,40 X
N03AE01 Clonazepam 023159054 RIVOTRIL 20 cpr 0,5 mg ROCHE RR 1,08 1,07
N03AE01 Clonazepam 023159066 RIVOTRIL 20 cpr 2 mg ROCHE RR 1,45 1,44
N03AE01 Clonazepam 023159039 RIVOTRIL gtt os 10 ml 2,5 mg/ml ROCHE RR 1,81 1,80
N03AF01 Carbamazepina 033878012 CARBAMAZEPINA 50 cpr 200 mg EG RR 3,96 3,94 G
N03AF01 Carbamazepina 033740010 CARBAMAZEPINA 50 cpr 200 mg RATIOPHARM GMBH RR 3,96 3,94 G
N03AF01 Carbamazepina 034865028 CARBAMAZEPINA 50 cpr 200 mg TEVA RR 3,96 3,94 G
N03AF01 Carbamazepina 033878024 CARBAMAZEPINA 30 cpr 400 mg EG RR 5,21 5,18 G
N03AF01 Carbamazepina 033740022 CARBAMAZEPINA 30 cpr 400 mg RATIOPHARM GMBH RR 5,21 5,18 G
N03AF01 Carbamazepina 020602013 TEGRETOL 50 cpr 200 mg NOVARTIS FARMA RR 4,68 4,65 G
N03AF01 Carbamazepina 020602037 TEGRETOL "BB" scir 250 ml 2% NOVARTIS FARMA RR 5,95 5,91 G
N03AF01 Carbamazepina 020602049 TEGRETOL 30 cpr 200 mg rilascio controllato NOVARTIS FARMA RR 4,09 4,07 G
N03AF01 Carbamazepina 020602025 TEGRETOL 30 cpr 400 mg NOVARTIS FARMA RR 5,85 5,81 G
N03AF01 Carbamazepina 020602052 TEGRETOL 30 cpr 400 mg rilascio controllato NOVARTIS FARMA RR 6,47 6,43 G
N03AF02 Oxcarbazepina 028304018 TOLEP 50 cpr div 300 mg NOVARTIS FARMA RR 15,18 15,00 X X
N03AF02 Oxcarbazepina 028304020 TOLEP 50 cpr div 600 mg NOVARTIS FARMA RR 29,21 28,85 X X
N03AG01 Acido valproico 022483010 DEPAKIN 40 cpr gastrores 200 mg SANOFI-SYNTELABO FRANCE RR 4,15 4,13 G
N03AG01 Acido valproico 022483034 DEPAKIN os soluz 40 ml 200 mg/ml SANOFI-SYNTELABO FRANCE RR 4,60 4,57 G
N03AG01 Acido valproico 022483022 DEPAKIN 40 cpr gastrores 500 mg SANOFI-SYNTELABO FRANCE RR 7,89 7,84 G
N03AG01 Acido valproico 022483109 DEPAKIN "CHRONO" 30 cpr riv 300 mg SANOFI-SYNTELABO FRANCE RR 8,17 8,07 X X
N03AG01 Acido valproico 022483111 DEPAKIN "CHRONO" 30 cpr riv 500 mg SANOFI-SYNTELABO FRANCE RR 13,23 13,07 X X
N03AG01 Acido valproico 022483059 DEPAKIN CHRONO 30 cpr 300 mg rilascio prolungato SANOFI-SYNTELABO FRANCE RR 8,17 8,07 X X
N03AG01 Acido valproico 022483046 DEPAKIN CHRONO 30 cpr 500 mg rilascio prolungato SANOFI-SYNTELABO FRANCE RR 13,23 13,07 X X
N03AG01 Acido valproico 027107010 DEPAMAG 40 cpr gastrores 200 mg SIGMATAU RR 4,60 4,57
N03AG01 Acido valproico 027107034 DEPAMAG os soluz 100 ml 10% SIGMATAU RR 5,80 5,74 X X
N03AG01 Acido valproico 027107022 DEPAMAG 40 cpr gastrores 500 mg SIGMATAU RR 8,35 8,25 X X
N03AG02 Valpromide 023105036 DEPAMIDE 30 cpr gastrores 300 mg SANOFI-AVENTIS RR 4,88 4,85
N03AG04 Vigabatrin 027443011 SABRIL 50 cpr riv 500 mg SANOFI-AVENTIS RR 35,11 34,69 X
N03AG04 Vigabatrin 027443047 SABRIL 50 bust grat 500 mg SANOFI-AVENTIS RR 35,11 34,69 X
N03AG06 Tiagabina 032951016 GABITRIL 50 cpr riv div 5 mg CEPHALON FRANCE RR 29,34 28,98 X
N03AG06 Tiagabina 032951030 GABITRIL 50 cpr riv div 10 mg CEPHALON FRANCE RR 58,22 57,52 X
N03AG06 Tiagabina 032951055 GABITRIL 50 cpr riv div 15 mg CEPHALON FRANCE RR 87,30 86,26 X
N03AX09 Lamotrigina 027807066 LAMICTAL 28 cpr dispers 5 mg GLAXOSMITHKLINE RR 8,58 8,48 X
N03AX09 Lamotrigina 027807054 LAMICTAL 28 cpr dispers 25 mg GLAXOSMITHKLINE RR 9,88 9,82 G
N03AX09 Lamotrigina 027807080 LAMICTAL 56 cpr dispers 50 mg GLAXOSMITHKLINE RR 33,16 32,96 G
N03AX09 Lamotrigina 027807078 LAMICTAL 56 cpr dispers 100 mg GLAXOSMITHKLINE RR 58,98 58,63 G
N03AX09 Lamotrigina 027807092 LAMICTAL 56 cpr dispers 200 mg GLAXOSMITHKLINE RR 102,46 101,85 G
N03AX09 Lamotrigina 036780373 LAMOTRIGINA 28 cpr dispers 25 mg EG RR 8,95 8,90 G
N03AX09 Lamotrigina 036821371 LAMOTRIGINA 28 cpr dispers 25 mg DOC GENERICI RR 8,95 8,90 G
N03AX09 Lamotrigina 036486025 LAMOTRIGINA 28 cpr disp 25 mg HEXAL RR 8,95 8,90 G
N03AX09 Lamotrigina 036780637 LAMOTRIGINA 56 cpr dispers 50 mg EG RR 32,15 31,96 G
N03AX09 Lamotrigina 036486037 LAMOTRIGINA 56 cpr dispers 50 mg HEXAL RR 32,15 31,96 G
N03AX09 Lamotrigina 036821635 LAMOTRIGINA 56 cpr dispers 50 mg DOC GENERICI RR 32,15 31,96 G
N03AX09 Lamotrigina 036780854 LAMOTRIGINA 56 cpr dispers 100 mg EG RR 57,90 57,55 G
N03AX09 Lamotrigina 036821852 LAMOTRIGINA 56 cpr dispers 100 mg DOC GENERICI RR 57,90 57,55 G
N03AX09 Lamotrigina 036486049 LAMOTRIGINA 56 cpr dispers 100 mg HEXAL RR 57,90 57,55 G
N03AX09 Lamotrigina 036780993 LAMOTRIGINA 56 cpr dispers 200 mg EG RR 101,40 100,79 G
N03AX09 Lamotrigina 036821991 LAMOTRIGINA 56 cpr dispers 200 mg DOC GENERICI RR 101,40 100,79 G
N03AX09 Lamotrigina 036486052 LAMOTRIGINA 56 cpr dispers 200 mg HEXAL RR 101,40 100,79 G
N03AX10 Felbamato 030822023 TALOXA 40 cpr 400 mg SCHERING PLOUGH RRL 56,58 55,90 X X
N03AX10 Felbamato 030822035 TALOXA 40 cpr 600 mg SCHERING PLOUGH RRL 83,27 82,27 X X
N03AX10 Felbamato 030822011 TALOXA os sosp 230 ml 600 mg/ml SCHERING PLOUGH RRL 100,84 99,62 X X
N03AX11 Topiramato 032023083 TOPAMAX 60 cps 15 mg JANSSEN CILAG RR 17,67 17,45 X
N03AX11 Topiramato 032023071 TOPAMAX 60 cpr riv 25 mg JANSSEN CILAG RR 29,28 28,92 X
N03AX11 Topiramato 032023095 TOPAMAX 60 cps 25 mg JANSSEN CILAG RR 29,46 29,10 X
N03AX11 Topiramato 032023020 TOPAMAX 60 cpr riv 50 mg JANSSEN CILAG RR 55,58 54,92 X
N03AX11 Topiramato 032023032 TOPAMAX 60 cpr riv 100 mg JANSSEN CILAG RR 100,07 98,87 X
N03AX11 Topiramato 032023044 TOPAMAX 60 cpr riv 200 mg JANSSEN CILAG RR 192,59 190,27 X
N03AX12 Gabapentin 036231013 GABAPENTIN 50 cps 100 mg 4 ALLEN RR 6,60 6,56 G
N03AX12 Gabapentin 035944014 GABAPENTIN 50 cps 100 mg 4 DOC GENERICI RR 6,60 6,56 G
N03AX12 Gabapentin 036131011 GABAPENTIN 50 cps 100 mg 4 EG RR 6,60 6,56 G
N03AX12 Gabapentin 035975010 GABAPENTIN 50 cps 100 mg 4 FIDIA RR 6,60 6,56 G
N03AX12 Gabapentin 036700045 GABAPENTIN 50 cps 100 mg 4 HEXAL RR 6,60 6,56 G
N03AX12 Gabapentin 036607048 GABAPENTIN 50 cps 100 mg 4 MERCK GENERICS RR 6,60 6,56 G
N03AX12 Gabapentin 036410013 GABAPENTIN 50 cps 100 mg 4 PLIVA RR 6,60 6,56 G
N03AX12 Gabapentin 036698037 GABAPENTIN 50 cps 100 mg 4 RATIOPHARM GMBH RR 6,60 6,56 G
N03AX12 Gabapentin 036708042 GABAPENTIN 50 cps 100 mg 4 SANDOZ RR 6,60 6,56 G
N03AX12 Gabapentin 036001030 GABAPENTIN 50 cps 100 mg 4 TEVA RR 6,60 6,56 G
N03AX12 Gabapentin 036519015 GABAPENTIN 50 cps 100 mg 4 ABC RR 6,60 6,56 G
N03AX12 Gabapentin 036231037 GABAPENTIN 30 cps 400 mg 4 ALLEN RR 13,82 13,74 G
N03AX12 Gabapentin 036574034 GABAPENTIN 30 cps 400 mg 4 ALTER RR 13,82 13,74 G
N03AX12 Gabapentin 035975034 GABAPENTIN 30 cps 400 mg 4 FIDIA RR 13,82 13,74 G
N03AX12 Gabapentin 036700250 GABAPENTIN 30 cps 400 mg 4 HEXAL RR 13,82 13,74 G
N03AX12 Gabapentin 036607190 GABAPENTIN 30 cps 400 mg 4 MERCK GENERICS RR 13,82 13,74 G
N03AX12 Gabapentin 036410037 GABAPENTIN 30 cps 400 mg 4 PLIVA RR 13,82 13,74 G
N03AX12 Gabapentin 036698468 GABAPENTIN 30 cps 400 mg 4 RATIOPHARM GMBH RR 13,82 13,74 G
N03AX12 Gabapentin 036708257 GABAPENTIN 30 cps 400 mg 4 SANDOZ RR 13,82 13,74 G
N03AX12 Gabapentin 036001434 GABAPENTIN 30 cps 400 mg 4 TEVA RR 13,82 13,74 G
N03AX12 Gabapentin 036519039 GABAPENTIN 30 cps 400 mg 4 ABC RR 13,82 13,74 G
N03AX12 Gabapentin 036231025 GABAPENTIN 50 cps 300 mg 4 ALLEN RR 20,88 20,75 G
N03AX12 Gabapentin 036574022 GABAPENTIN 50 cps 300 mg 4 ALTER RR 20,88 20,75 G
N03AX12 Gabapentin 036131023 GABAPENTIN 50 cps 300 mg 4 EG RR 20,88 20,75 G
N03AX12 Gabapentin 036700185 GABAPENTIN 50 cps 300 mg 4 HEXAL RR 20,88 20,75 G
N03AX12 Gabapentin 036607125 GABAPENTIN 50 cps 300 mg 4 MERCK GENERICS RR 20,88 20,75 G
N03AX12 Gabapentin 036410025 GABAPENTIN 50 cps 300 mg 4 PLIVA RR 20,88 20,75 G
N03AX12 Gabapentin 036698189 GABAPENTIN 50 cps 300 mg 4 RATIOPHARM GMBH RR 20,88 20,75 G
N03AX12 Gabapentin 036708143 GABAPENTIN 50 cps 300 mg 4 SANDOZ RR 20,88 20,75 G
